"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2021-5-31","909.47","912.50","912.52","901.56","1.91B","-0.41%"
"2021-5-28","913.23","910.29","916.60","907.57","1.95B","0.42%"
"2021-5-27","909.38","913.21","917.18","904.41","1.91B","-0.76%"
"2021-5-26","916.30","909.90","920.77","908.23","2.35B","0.80%"
"2021-5-25","908.98","880.62","909.64","878.06","2.82B","3.30%"
"2021-5-24","879.91","878.45","885.12","877.10","1.23B","0.19%"
"2021-5-21","878.22","890.61","891.37","877.44","1.46B","-1.28%"
"2021-5-20","889.61","880.61","890.00","875.07","1.56B","0.94%"
"2021-5-19","881.36","893.49","893.54","877.19","1.51B","-1.43%"
"2021-5-18","894.14","897.42","898.77","891.02","1.24B","-0.39%"
"2021-5-17","897.60","895.72","906.64","892.82","1.71B","0.03%"
"2021-5-14","897.29","887.73","897.75","880.76","1.72B","1.33%"
"2021-5-13","885.49","885.55","892.41","881.55","1.47B","-0.32%"
"2021-5-12","888.32","882.88","896.73","882.74","1.87B","0.48%"
"2021-5-11","884.07","875.57","884.81","875.11","1.51B","0.57%"
"2021-5-10","879.07","884.80","884.90","871.12","1.96B","-0.61%"
"2021-5-7","884.48","877.93","892.26","874.83","2.31B","0.98%"
"2021-5-6","875.92","865.27","882.18","865.27","1.97B","1.02%"
"2021-4-30","867.11","880.33","880.33","861.10","3.32B","-1.84%"
"2021-4-29","883.41","867.72","884.30","866.46","2.26B","2.06%"
"2021-4-28","865.57","871.00","871.30","861.78","1.37B","-0.46%"
"2021-4-27","869.55","868.70","872.06","865.58","1.14B","0.04%"
"2021-4-26","869.21","883.70","886.04","867.78","1.56B","-1.03%"
"2021-4-23","878.26","874.63","881.66","872.97","1.32B","0.30%"
"2021-4-22","875.64","886.10","886.52","872.74","1.58B","-1.01%"
"2021-4-21","884.58","874.49","888.49","874.49","1.59B","1.14%"
"2021-4-20","874.62","870.06","879.47","869.89","1.47B","0.13%"
"2021-4-19","873.49","864.76","874.41","858.84","1.70B","1.07%"
"2021-4-16","864.20","862.70","865.04","859.05","1.15B","0.33%"
"2021-4-15","861.35","869.90","870.15","853.67","1.65B","-0.94%"
"2021-4-14","869.53","883.51","883.51","868.69","1.57B","-1.40%"
"2021-4-13","881.91","888.05","892.54","877.72","1.60B","-0.46%"
"2021-4-12","885.96","884.20","888.06","879.34","1.68B","0.02%"
"2021-4-9","885.76","890.36","890.49","883.55","1.36B","-0.45%"
"2021-4-8","889.73","890.25","892.11","887.15","1.33B","-0.24%"
"2021-4-7","891.83","894.65","895.44","887.05","1.65B","-0.33%"
"2021-4-6","894.79","893.76","897.27","891.59","1.29B","0.22%"
"2021-4-2","892.85","904.87","905.25","890.24","1.83B","-1.22%"
"2021-4-1","903.87","907.87","908.01","899.70","1.57B","-0.42%"
"2021-3-31","907.72","901.68","910.33","894.85","2.68B","0.45%"
"2021-3-30","903.62","898.48","903.62","892.86","2.09B","0.67%"
"2021-3-29","897.62","894.03","898.83","887.94","2.63B","0.48%"
"2021-3-26","893.30","889.92","894.56","885.91","1.99B","0.89%"
"2021-3-25","885.41","897.15","900.50","884.09","1.71B","-0.80%"
"2021-3-24","892.54","905.61","906.46","890.28","1.83B","-1.46%"
"2021-3-23","905.75","907.54","915.91","899.80","1.78B","-0.28%"
"2021-3-22","908.30","893.97","915.52","893.97","1.97B","1.68%"
"2021-3-19","893.31","916.69","920.05","890.30","2.67B","-2.60%"
"2021-3-18","917.19","916.30","921.89","911.90","1.77B","0.06%"
"2021-3-17","916.63","926.60","926.60","912.50","2.03B","-1.39%"
"2021-3-16","929.53","922.52","937.07","920.31","2.39B","1.11%"
"2021-3-15","919.29","910.91","931.92","910.49","2.99B","0.84%"
"2021-3-12","911.61","904.73","915.00","903.05","2.64B","0.87%"
"2021-3-11","903.71","887.44","909.84","887.44","3.04B","2.90%"
"2021-3-10","878.27","884.13","885.87","874.33","2.35B","-0.32%"
"2021-3-9","881.13","897.56","906.12","878.49","3.35B","-1.56%"
"2021-3-8","895.06","910.53","918.74","894.72","3.37B","-1.41%"
"2021-3-5","907.82","905.56","911.20","890.84","3.20B","-0.31%"
"2021-3-4","910.63","910.34","921.98","905.69","3.48B","-0.64%"
